RED1,RED2,OCCURRENCE,ISSUE
13,21,69,22001 21054 21046 19088 19077 19056 19031 19011 19003 18123 18110 18108 18030 18025 17056 16150 16141 16096 16090 16062 16018 15143 15114 15093 15075 15070 15026 14152 14023 14018 14016 14013 14011 13140 13139 13081 13049 13031 12059 11102 11099 11061 11060 11042 11027 11013 11003 10047 10009 09141 09051 09050 08124 08045 08028 07067 07044 06056 06035 06002 05135 05054 05014 04112 04091 04042 04024 03055 03013 
13,22,90,22037 21062 21054 21049 20071 20020 19108 19077 19072 19049 19003 18145 18124 18110 18075 18059 18013 17128 17086 17058 17041 17028 16106 16096 16076 16065 16049 16038 16021 16001 15148 15142 15133 15131 15125 15081 15048 15045 15026 14121 14092 14068 14023 13140 13127 13112 13082 13079 13064 13053 13050 13013 13006 12122 12110 12106 12097 12087 12086 12059 12039 11078 11027 11013 11003 10091 10075 10034 09123 09029 08145 08124 08112 08107 08073 08056 08047 08040 08039 08007 07075 06144 06089 06019 05099 05085 05063 05019 05011 04029 
13,23,81,22035 21144 21089 21087 20109 20071 20012 19137 19088 19062 19049 19041 19036 19020 18145 18110 18069 18040 17142 17130 17089 17046 17043 16092 16040 16019 15069 14145 14133 14059 14033 13145 13120 13087 13057 13024 13009 12134 12106 12086 11126 11093 11056 11047 11003 10125 10080 10070 10068 10055 10004 09086 09059 09051 09038 09029 09011 08112 08056 08036 08007 07123 07067 06148 06146 06082 06056 06046 06043 06023 06016 05014 04073 04066 04061 04024 04011 03052 03034 03030 03013 
13,24,63,22038 21110 21089 21087 21054 21047 21037 20075 20037 20027 19043 19041 19011 18123 18115 18075 17060 17055 17038 16141 16103 16096 16092 16052 16021 15133 14097 14037 14016 13145 13117 13087 12117 12055 12050 11069 11034 11008 10091 10085 10031 10009 09115 09097 09050 08062 07150 07127 07044 07040 07014 06126 06102 06018 05106 05099 04094 04068 04066 04029 03051 03049 03010 
13,25,92,22035 21103 21097 21062 21049 21026 21002 20046 20027 19108 18145 18124 18119 18105 18091 18060 18030 18025 18018 18007 17130 17089 16106 16097 16065 16018 15142 15139 15093 15048 15017 14152 14135 14097 14084 14059 14058 14037 13128 13068 13064 13050 13005 12149 12102 12090 12089 12010 11135 11132 11056 11047 11043 11027 10135 10121 10118 10041 10034 10031 10025 10012 09123 09080 08141 08132 08081 08056 08049 08040 07134 07119 07074 07058 07050 07004 06061 06056 06048 05135 05126 05123 05068 04098 04094 04086 04076 04066 04024 03049 03034 03004 
13,26,84,22029 21144 21098 21082 21037 21002 20118 20069 20066 20046 20032 20012 19148 19143 19105 19062 19041 18115 18108 18058 18012 17154 17114 17060 17046 17004 16097 16090 16065 16040 16035 16021 15148 15131 15114 15103 15098 15081 15039 14145 14119 14092 13122 13086 13079 13057 12149 12125 12077 12059 12036 12010 11135 11126 11099 11027 11015 11012 11004 10151 10140 10139 10135 10071 09097 09060 08145 08078 08028 07097 07014 06134 06019 06018 06002 05134 05126 05106 05092 04112 04098 04036 03026 03001 
13,27,79,22014 21147 21030 20081 20073 20046 20024 19148 19026 19020 19003 18144 18123 18119 18018 18007 17043 17041 17038 17008 17004 16132 16103 16067 16065 16049 15148 15139 15125 15098 15077 15048 15040 15034 15017 14097 14068 13139 13122 13117 13068 13024 12144 12102 11102 11099 11060 11047 11035 11015 11003 10126 10092 10085 10082 10070 09059 08132 08107 08062 08040 07090 07074 07058 07053 06073 06070 06035 06022 06012 04108 04086 04065 04063 04034 03067 03051 03030 03025 
13,28,79,21147 21097 21058 21046 20066 20027 20024 19051 19049 19032 19020 19008 18012 17132 17094 17087 17058 17056 17008 16132 16097 16052 16038 16006 15081 14121 14052 14033 13153 13087 13073 13057 13048 13033 13018 13013 12122 12117 12108 12102 12092 12077 12055 11018 10126 10125 10092 10068 10036 10031 10004 09141 09123 09097 09087 09038 09004 08142 08073 08040 08036 08020 07127 07123 07074 06146 06134 06082 06023 06002 05092 04108 04092 04073 04063 04011 03055 03028 03001 
13,29,66,21143 21103 21100 21047 21030 20073 20052 20024 19088 19056 18115 18080 17128 17008 16092 16038 16035 15070 15039 15023 14146 14145 14138 14119 14098 14068 13018 12146 12125 12122 12102 12090 12060 12039 11078 11055 11033 11015 10140 10125 10045 10041 10036 09141 09050 09033 09029 08145 08141 08084 08045 08039 08028 07093 07028 06148 06144 06082 06073 06048 06046 06035 05054 04065 03076 03026 
13,30,86,21103 21037 20118 20075 19100 19072 19062 19011 18108 18060 17028 17004 16106 16076 16048 16019 15125 15103 15069 15045 15040 15039 15023 14133 14121 14110 14074 14052 14037 14018 13082 13053 13048 13024 13018 13006 12144 12105 12102 12090 12072 11093 11069 11041 11018 10135 10121 10092 10036 10008 09130 09110 09075 09061 09059 09050 09033 08084 08078 08065 08056 08020 08007 07097 07090 07075 07040 07028 06146 06134 06107 06061 06016 05151 05134 05120 05063 05014 05011 04121 04091 04079 04036 04034 04011 03052 
13,31,72,21110 21054 21033 21030 21001 20024 20012 19137 18123 18069 18060 18058 18046 18007 17130 17128 17094 17060 17055 17043 16097 16067 16027 16006 15093 15081 15045 14138 14133 14098 14074 13128 13120 13112 13081 13005 12062 12059 11102 11060 11043 11035 11034 11008 10139 10082 10070 10062 09141 09004 08081 08065 07119 07090 06124 06112 06046 06012 05109 05106 05099 05092 05075 04108 04098 04092 04076 04068 03067 03055 03052 03026 
13,32,86,22038 22037 22029 21110 21098 21082 21049 21002 20109 20052 20046 19143 19108 19100 19043 19036 19008 19001 18123 18091 18059 17058 17046 16076 15143 15103 15075 15040 14146 14115 14099 14097 14072 14033 14011 13064 13049 13048 13005 12149 12146 12113 12110 12106 12092 12049 11055 11041 10056 10047 10034 10009 09133 09097 09087 09086 09080 09060 09050 09038 08107 08045 08028 07124 07123 07075 07044 07042 07023 06124 06079 06048 06046 06043 06030 06019 05120 05025 05014 04121 04067 04065 04029 04024 03028 03013 
13,33,65,21046 21033 20118 20081 20074 20052 19141 19116 19105 19032 19031 19001 18080 18030 18013 17142 16134 15125 15098 15026 15017 14138 14135 14052 14033 14018 13153 13127 13117 13053 13042 13031 12125 11132 11047 11018 10137 10070 10062 10012 09080 09060 09016 08141 08132 08078 08073 08051 07133 07108 07072 07042 07023 07004 06126 06112 06096 06077 06012 05068 04112 04091 04065 04061 03019 
14,15,88,22027 22014 21138 21123 21105 21096 21045 20080 20053 20032 20002 19141 19136 19118 19115 19088 19023 19007 18125 18100 18079 18073 17127 17108 17104 17076 17049 17048 17012 16112 16111 16082 16048 16032 15130 15079 15062 15030 15029 15021 15011 15004 14139 14132 14116 13043 13039 13038 13035 13031 13026 13001 12105 12083 12080 12011 11145 11143 11114 11079 11051 11038 11032 09137 09132 09127 09111 09098 09078 09039 09017 09014 08135 07081 07040 07009 06120 06105 06103 06097 05144 05116 04064 04052 04017 03071 03045 03021 
14,16,90,22040 22036 22015 21145 21138 21053 21015 20116 20089 20078 20053 20021 20002 19089 19044 19013 18152 18141 18119 18073 18003 17144 17112 17109 17012 16088 16012 15130 15111 15107 15044 15032 15030 15021 15004 14133 14105 14102 14100 14088 14080 14029 14027 14025 14008 13152 13136 13100 13085 13049 12094 12080 12011 11114 11079 11051 11044 11028 11022 10080 10029 09127 09122 09077 09044 08140 08135 08063 08032 08006 07139 07112 07051 07026 06081 06028 06027 05136 05133 05100 05083 05075 05071 05070 05020 04083 04077 04054 04049 03034 
14,17,91,22034 21116 21045 21044 21025 20130 20062 19141 19136 19126 19112 19098 19066 19056 19044 18116 18079 18078 18003 17108 17039 17015 16117 16102 16082 16064 16042 16018 16002 15130 15080 15064 15049 15021 15011 15009 14140 14107 14106 14105 14096 14089 14080 14061 14053 14020 13148 13097 13043 13035 13012 12105 12056 12051 11128 11120 11066 11043 11034 11028 11022 10151 10103 10071 10029 09137 09057 09012 09002 08151 08115 08100 08063 08035 08011 07056 07010 06137 06113 06038 06028 06018 05052 04089 04079 04052 04023 03045 03037 03027 03008 
14,18,92,22027 21118 21116 21068 21035 21025 21012 21008 20080 20048 19085 19084 19037 19023 19013 18141 18089 18078 18046 18028 18027 18004 17142 17135 17109 17102 17082 17056 16147 16134 16112 16088 16024 16005 15135 15111 15107 15062 15032 15011 14132 14106 14060 14007 13152 13136 13094 13030 12140 12061 12054 12019 11130 11090 11048 11035 11021 10084 10079 10006 09154 09092 09044 09014 09012 09011 08115 08090 08075 08035 08006 07092 07083 07049 06154 06129 06124 06113 06110 06081 05150 05136 05134 05133 05125 05075 05059 04064 04026 03083 03037 03021 
14,19,79,22027 22024 21141 21139 21125 21123 20116 20105 20009 19132 19095 19063 19056 19014 19007 18124 18121 18022 18004 17150 17087 17056 17048 16064 16030 16010 15134 15089 15065 15029 14116 14105 14096 14055 14053 13154 13083 13074 13072 13038 12097 12037 12017 11128 11123 11119 11096 11081 11038 11034 10151 09135 09017 08151 08138 08135 08122 08112 08106 08090 07081 07049 07040 07038 06106 06038 06029 06023 05144 05082 05051 05033 05020 04110 04101 04079 04023 04022 04010 
14,20,95,22019 21150 21132 21125 21118 21085 21035 21012 20105 20060 19139 19089 19084 19068 19066 19060 18082 18074 18046 18030 18007 18003 17150 17144 17143 17139 17116 17108 17104 17102 17083 17049 17001 16123 16082 16043 16007 16005 16002 15111 15097 15079 15049 15011 14139 13142 13100 13094 13082 12106 12054 12019 12011 11133 11118 11035 11005 10103 10084 10077 10071 10069 09098 09090 09078 09049 08126 08047 07104 07084 07083 07079 07002 06154 06152 06119 06117 06114 06105 06097 06045 05150 05129 05085 05082 05051 05033 05026 05020 04110 04093 04089 04064 04022 03033 
14,21,78,22019 21150 21137 20089 20078 20057 19103 19095 19088 19056 19013 18030 18022 17150 17129 17127 17117 17109 17082 17056 16096 16087 16032 16018 15107 15102 15062 15029 15009 14106 14102 14055 14029 14011 14008 13054 13052 13049 13031 11133 11118 11110 11090 11022 11003 10077 10067 09137 09132 09039 08135 08100 08095 08032 08016 08011 07083 07079 07077 07071 07056 07038 07036 07002 06139 06137 06081 06064 06045 05152 05061 05051 05029 04110 04091 04013 03073 03063 
14,22,94,22020 21105 20110 20105 20080 20062 20010 19150 19140 19106 19099 19090 19089 19066 19063 18126 18124 18116 18082 18079 18029 18022 17116 17112 17070 16118 16096 16091 16049 16030 16015 15148 15137 15130 15099 15090 14150 14107 14096 14095 14081 14053 14032 13148 13142 13097 13094 13082 13052 13026 13012 12106 12097 12087 12048 12044 12019 11148 11121 11005 11003 10079 10069 10029 10020 10011 10007 10003 09136 08149 08147 08112 08080 08075 08047 08029 08006 07139 07092 07086 07006 07002 06132 06129 06117 06081 06038 05085 05071 05037 05030 05029 04122 04110 
14,23,85,22032 21141 21139 21125 21018 20132 20126 20057 20048 20012 19147 19139 19112 19099 19088 19060 19044 19007 18152 18121 18116 18090 18073 18028 18022 17150 17142 17130 17125 17112 17109 17104 17079 17072 17046 16118 16091 16042 16003 15137 15102 15064 15049 15046 15004 14133 14020 13097 13083 13077 13076 13045 12106 12094 11148 11130 11128 11081 11038 11003 10080 09132 09098 09090 09064 09011 08138 08112 08091 08032 07144 07092 07036 07034 06139 06117 06023 05128 05127 05061 03073 03040 03034 03030 03008 
14,24,71,22024 21150 21139 21137 21125 21114 21068 21053 20105 20060 20035 20027 19142 19085 19068 18141 18111 18082 18079 17139 17127 17083 17039 17035 17012 16096 16009 16002 15115 15004 14150 14102 14096 14081 14043 14037 14020 13154 13091 13077 13076 13052 13039 13001 12151 12048 12037 11106 11079 11040 11038 11034 10077 10069 10020 10011 09030 08090 07092 07081 07040 06120 06064 06018 05102 05061 05059 05037 04122 04117 04100 
14,25,98,22019 21074 21018 20110 20035 20027 19118 19037 18124 18121 18119 18111 18099 18030 18029 18007 17130 17125 17082 17081 17079 17070 17001 16112 16088 16030 16018 16015 16010 16009 15107 15090 15080 15009 14139 14107 14106 14080 14060 14058 14037 14020 14017 13097 13091 13043 13030 13028 13005 13001 12151 12089 12044 12017 11148 11133 11130 11121 11090 11081 11048 11043 11021 10129 10067 10064 10054 10012 09154 09111 09109 09091 09057 09017 09002 08138 08106 08080 07144 07112 07079 07034 07009 06152 06139 06103 05136 05133 05127 05026 05020 04117 04101 04089 04049 04017 03034 03021 
14,26,90,22036 22034 22027 21150 21145 21141 21096 21044 21035 21015 21012 21005 20062 20057 20032 20012 20009 19098 19068 18101 18026 18004 17135 17083 17081 17072 17070 17046 17001 16064 16043 16042 16015 16003 15148 15135 15097 15079 15065 15062 15030 14053 14017 13136 13077 13076 13035 13030 13028 12151 12083 12056 12011 11148 11145 11110 11048 11044 11040 10151 10071 10064 10020 10014 10003 09138 09044 09030 09017 08147 08122 07083 07051 07026 07006 06132 06117 06097 06018 06014 05134 05080 05070 05026 04101 04077 03083 03081 03037 03021 
14,27,99,22015 22014 21139 21138 21114 21105 21090 21074 20116 20081 20062 20021 20010 19150 19147 19142 19112 19106 19103 19099 19084 19060 19039 18119 18089 18074 18053 18007 17127 17079 17027 16123 16049 16032 16012 16009 16007 15148 15137 15134 15097 15089 15080 15064 15021 14107 14105 14089 14081 14061 13129 12140 12080 11048 11044 11035 11003 10082 10007 10003 09122 09039 08106 08100 08006 07099 07086 07084 07051 07009 07006 06152 06137 06129 06119 06114 06110 06097 06028 06027 06011 05152 05144 05136 05129 05080 05053 05029 05024 04108 04093 04083 04065 04064 04054 03033 03030 03027 03025 
14,28,82,22015 21132 21090 21086 21044 21035 21015 20126 20035 20027 19118 19095 18152 18116 18111 18065 18027 18020 17139 17134 17087 17082 17056 17035 16147 16117 16091 16003 15137 15089 15082 15080 15029 15021 15018 14113 14102 14061 14007 13091 13054 13028 13016 13012 12037 12017 11123 11120 11119 11110 11040 10129 10036 10014 10007 10003 09109 09095 09077 09064 09030 09012 08149 08100 08095 08032 07144 07077 06113 06106 06103 06064 06023 05125 05030 04108 04089 04083 04054 04026 03083 03027 
14,29,81,21123 21100 21086 21015 20130 20089 20002 19150 19142 19136 19126 19115 19103 19088 19085 19063 19056 19044 18152 18101 18100 18079 17148 17143 17125 17082 17049 16030 16007 15089 15065 15032 15018 14139 14116 14088 14081 14032 14029 14008 13154 13152 13142 13077 13076 13039 13030 13012 11079 10076 10036 09122 09091 09064 09033 09002 08149 08140 08106 08095 08080 08035 08029 08016 08001 07086 07077 07056 07026 06129 06114 06014 05128 05059 05053 05020 04065 04052 04049 04013 03081 
14,30,98,22020 21141 21106 21025 21005 20089 20060 20048 19139 19106 19099 18078 18074 18020 18004 17125 17116 17104 17081 17072 17027 16102 16089 16048 16043 16002 15111 15082 15080 14133 14089 14086 14080 14055 14037 14027 14025 14008 13082 13076 13035 12140 12105 12054 12051 12048 12019 11145 11143 11120 11114 11066 10084 10064 10036 10011 10007 09136 09135 09132 09098 09090 09049 09044 09033 08140 08126 08106 08075 08011 07071 07043 07040 07038 07036 07010 06154 06132 06119 06068 06038 05134 05122 05116 05083 05052 05029 04091 04089 04083 04079 04023 04022 04013 03081 03073 03033 03021 
14,31,88,22040 22036 22034 22015 21125 21123 21118 21116 21106 21068 21033 21005 20080 20042 20021 20012 20010 19118 19063 19023 18046 18007 18004 18003 17144 17130 17071 16147 16118 16089 16042 16024 16005 15137 15134 15046 14133 14113 14102 14095 14061 14053 14027 13129 13091 13045 13026 13005 12140 12056 12051 11133 11044 11043 11035 11034 11021 10082 10076 10064 10003 09102 09095 09092 09049 08140 08091 07099 07071 07056 07049 07036 06152 06137 06124 06105 06103 06011 05125 05102 05100 05075 05024 04122 04110 04108 04064 04017 
14,32,91,22034 22032 22027 22020 21138 21105 21068 21045 21018 20078 20057 20053 20048 20010 19126 19066 19039 18125 18099 18026 17148 17144 17139 17134 17127 17116 17071 17046 17035 17015 16147 16111 16089 16012 16009 15135 15115 15079 15032 14150 14113 14105 14011 13085 13074 13049 13005 12151 12106 12103 11130 11121 11119 11114 11106 11081 11066 10129 10076 10069 09138 09122 09077 09030 08138 08091 08080 08029 08011 07144 07112 07104 07069 07056 07010 06124 06081 06014 05125 05122 05080 05052 05037 05024 04093 04065 04026 04013 03045 03037 03022 
14,33,87,22040 22034 21116 21053 21033 21008 20081 20080 20053 20035 19142 19141 19139 19136 19132 19126 19106 19068 19014 18141 18101 18100 18065 18030 17142 17129 16134 16118 16117 16088 16043 16005 15090 15038 14140 14132 14113 14060 14043 14032 13072 13031 12140 12103 12094 12083 12054 12037 11121 11120 11110 10103 10012 10007 09138 09136 09135 09095 09002 08149 08147 08117 08016 07099 07092 07081 07072 07051 07049 06154 06132 06120 06113 06110 06106 06068 06014 05129 05128 04116 04100 04093 04091 04083 04065 03071 03063 
15,16,76,21138 21127 21088 21075 21072 21070 21064 21032 20128 20100 20076 20063 20053 20034 20031 20002 19143 19025 19015 18114 18073 18070 18023 17025 17022 17012 16146 16133 16109 16073 15130 15087 15030 15021 15004 15002 14148 14112 14064 13150 13147 13138 13130 12099 12080 12074 12033 12021 12011 11142 11114 11109 11103 11079 11051 10134 10131 09128 09127 09088 09008 08135 08123 08099 08094 08046 08013 08008 07101 07076 06094 06034 05111 05087 04046 03065 
15,17,86,22022 22009 22001 21148 21077 21048 21045 21029 21022 20122 20108 20094 20072 20004 19141 19136 19105 19083 19042 18147 18117 18079 18057 17133 17108 17107 17077 17025 16146 16141 16093 16082 16047 16027 15130 15021 15016 15011 14066 14021 14013 13147 13110 13104 13043 13035 12105 12050 12033 12012 12001 11042 10114 10107 09139 09137 09088 09075 09048 09026 09015 09005 08108 07138 07082 07070 07063 07048 07007 06147 06136 06094 06080 06059 06034 06030 05148 05143 05109 05007 04052 03065 03051 03045 03024 03005 
15,18,72,22027 21149 21122 21108 21064 21017 21016 20106 20080 20076 20065 20028 19070 19031 19023 18067 17154 17133 17114 17022 16112 16062 16029 15154 15084 15068 15062 15055 15011 14132 14118 14066 14005 13110 13098 13063 13037 13023 12117 12100 12074 12021 12012 11063 11018 10147 10123 10113 10109 10060 10008 09106 09082 09043 09037 09026 09014 08131 08070 08046 08030 08027 07101 07082 07070 07013 06094 05113 05045 04072 04064 03021 
