RED1,RED2,OCCURRENCE,ISSUE
10,28,74,21147 21119 21086 21079 21050 20103 20101 20047 20035 20024 20008 19051 19049 19006 18142 18042 18035 18020 17120 17091 17064 16121 16117 16105 16079 16003 15055 15051 15028 14117 14007 14003 13151 13080 13070 13048 12152 12123 12104 12084 12028 12007 11117 10113 10093 10049 10043 09108 09074 09067 08149 08142 08136 08134 08093 08020 07121 07088 07063 07020 07011 06134 06115 06054 06041 05097 05066 05048 04106 04063 04026 03048 03003 03001 
10,29,90,22016 21119 21103 21086 21079 21060 21051 20104 20102 20094 20039 20025 20024 19115 19091 19048 18146 18135 18098 18042 17152 17111 17095 17092 17091 17067 17050 17031 17011 16136 16100 16053 16030 16023 16011 15126 15065 15023 15006 14145 14117 14116 14094 14093 14047 14021 13059 13029 12152 12084 12081 12069 12060 11104 11101 11062 11039 10120 10074 10033 09144 09056 09002 08149 08144 08125 08123 08110 08052 08045 08039 07105 07093 07088 06144 06115 06114 06076 06059 05142 05132 05108 05053 04106 04097 04051 04041 04039 04025 04004 
10,30,73,22042 21113 21103 21060 21029 20101 20022 20013 19146 19011 18138 18085 18078 18068 18020 17115 17097 17068 17026 16142 16102 16044 15023 14130 14086 14027 14025 14024 14003 13070 13048 13040 13006 12144 12067 12028 11117 11062 11053 11041 10135 10084 10016 09151 09121 09110 09105 09067 09061 09040 08108 08098 08086 08072 08020 07096 07043 06134 06118 06068 06054 06044 05108 05097 05081 05064 05057 04109 04105 04070 04022 04002 03048 
10,31,74,22016 22005 21135 21110 21092 21022 20094 20054 20033 20024 19137 19120 19023 19012 19009 18109 18087 18046 18042 17137 17115 17097 17068 17060 17020 16105 16094 16053 15119 15046 15016 15006 15003 14125 14027 13129 13126 13081 13063 12111 12065 12030 11122 11101 11092 11075 11060 11029 11024 11008 10090 10030 09070 08110 08052 07128 07126 07037 07031 07020 06137 06086 06044 06031 05124 05099 05057 05017 04113 04109 04097 04002 03048 03023 
10,32,84,22037 22032 22031 22029 21149 21110 21105 21098 21022 21002 20113 20108 20103 20047 20033 20006 19146 19120 19091 19036 19009 19001 18138 18125 18098 18009 17111 17092 17047 17021 16144 16137 16086 16009 15051 15042 15025 15005 14125 14115 14099 14011 13080 13049 13048 13004 12110 12007 12002 11125 11113 11092 11084 11075 11041 10093 10047 09147 09108 09062 09056 08134 08079 08045 07118 07117 07096 07017 06076 06031 05143 05064 05031 05025 05022 04113 04088 04027 04026 04019 04008 03043 03020 03003 
10,33,74,21140 21053 21011 20035 19141 19135 19120 19012 19001 18109 18095 18092 18085 18011 17092 17090 17047 17021 17020 16144 16135 16117 16031 16004 15149 15127 15090 15006 14149 14140 14130 14103 14076 14003 13151 13126 12123 12038 11113 10137 10136 10132 10093 10048 10043 10016 09108 09025 09002 08149 08144 08120 08117 08067 08051 08043 07088 07037 07011 07004 06075 06068 06034 05129 05124 05072 05068 05022 04099 04070 04025 04008 03088 03084 
11,12,80,21097 21055 20132 20099 20091 20071 20058 19125 19114 19098 18133 18095 18061 18019 18016 18012 17153 17096 17089 17069 17011 17005 16134 16086 16074 16073 16059 16025 15117 15064 15043 15038 15025 14047 14040 13148 13142 13080 12107 12061 12035 11152 11116 11106 11094 10124 10079 10059 10057 10046 10033 10017 09127 09114 09086 09032 08126 08125 08042 07145 07120 07069 07048 07003 06071 05151 05131 05123 05091 05086 05062 05019 04058 04049 03085 03071 03067 03022 03011 03001 
11,13,72,21147 21143 21097 21082 21058 21049 20118 20075 20073 20071 20037 20032 19077 18110 18091 18012 17153 17141 17094 17089 16134 16027 16021 15075 14135 14115 14110 14099 13153 13139 13086 13015 12087 12036 11093 11060 11012 10139 10121 10118 10062 10038 10034 09087 09086 09080 09061 09004 08076 08003 07150 07133 07119 07090 07067 06079 06070 06056 06012 05151 05123 05106 05075 05063 05025 05019 05011 04068 04005 03067 03025 03001 
11,14,82,22032 22020 21138 21096 21085 20132 20130 20078 20042 20032 20010 19140 19132 19115 19098 19039 18141 18125 18100 18074 18053 18028 17148 17134 17117 17072 17027 17012 17001 16134 16087 16005 15099 15064 15038 15032 15030 14140 14107 14088 13154 13148 13142 13100 13072 13026 12103 12087 12061 11128 11118 11106 11051 11040 10079 09127 09091 09044 09012 08126 08122 08063 08035 07112 07083 07069 07043 07038 06097 06027 05127 05082 05075 05059 04122 04093 04054 04049 03071 03027 03025 03022 
11,15,78,22022 21138 21108 21096 21093 21070 20106 20099 20087 20032 19115 19065 19055 19054 19034 19015 18137 18127 18125 18117 18100 18015 17141 17053 17037 17012 16109 16086 16073 16027 15154 15153 15126 15043 15030 15025 14125 14109 14040 14039 13092 13026 12107 12041 12038 11051 11012 10118 10114 10062 09145 09142 09127 09088 09082 09052 09048 09047 09026 08125 08123 08098 08074 08067 08038 08031 07048 06149 06136 06097 06090 06056 05091 05078 05011 04069 04032 03071 
11,16,77,22018 21138 21070 21055 21028 20091 20078 20039 20005 19069 19015 18141 18110 18072 18019 17089 17012 16151 16113 16109 16073 16056 16054 15129 15122 15052 15032 15030 15024 14141 14126 14122 14088 14041 13100 13086 12096 12064 12047 11151 11054 11051 10102 10095 10038 09127 09088 09061 09044 09027 08133 08123 08089 08063 08055 08015 07135 07112 07066 07037 07019 06111 06092 06067 06027 05149 05075 05042 05041 04111 04054 04049 04048 04038 04005 03069 03058 
11,17,89,22022 22018 21099 21060 20130 20082 20037 20018 20005 19098 19029 19027 19019 18146 18117 18091 18064 18035 16128 16113 16027 16025 15100 15066 15064 15041 14140 14126 14123 14107 14046 13148 13123 13113 13107 13058 13047 13010 12150 12148 12135 11128 11116 11094 11054 11049 10114 10095 10078 10058 09143 09103 09100 09088 09048 09026 09012 09004 08063 08035 08019 08014 08010 08003 07152 07116 07091 07067 07048 07033 06138 06136 06127 06111 06079 06067 06053 05123 04104 04048 04038 04037 04021 04014 04005 03046 03031 03027 03016 
11,18,85,21131 21108 21099 21069 21059 21058 21024 20106 19077 19047 19019 19018 18146 18141 18139 18133 18109 18061 18028 18016 17153 17121 17023 16134 16107 16104 16070 16056 16005 15154 15152 15129 15117 15032 15024 14056 14046 14041 13153 13044 13015 12082 12076 12069 12061 12036 11137 11094 11072 11049 10139 10121 10079 10059 10035 09140 09086 09082 09068 09044 09026 09022 09012 08076 08048 08035 07120 07083 07068 07057 07033 06140 06138 06100 06098 06066 05123 05119 05075 05063 05059 05010 04111 04104 04005 
11,19,83,22022 21131 21067 21058 21010 20118 20091 20058 20051 19132 19069 19055 19018 19016 18102 18072 18049 18024 18012 17153 17121 17096 17094 16054 16027 15152 15100 15075 15019 14110 14109 14090 14085 14047 14045 14039 14015 14012 13154 13072 12042 12038 12036 11151 11128 11094 10128 10058 10057 10035 09142 09089 09061 09052 09032 08133 08122 08074 08067 08055 08050 08038 08003 07150 07098 07073 07068 07057 07038 07029 06140 06127 06071 05151 05146 05082 05019 05008 04059 03085 03072 03069 03015 
11,20,83,22028 21143 21131 21099 21085 21069 21060 20087 20075 19065 19015 18139 18137 18098 18074 18015 17122 17084 17037 17001 16151 16148 16113 16074 16073 16069 16059 16005 15126 14122 14056 14039 13142 13100 13099 13084 12133 12069 12045 12041 11118 11036 10139 10128 10102 10062 10042 09142 09103 09093 09087 09084 09068 09026 08126 08074 08041 08024 07142 07098 07083 07061 07057 06153 06097 06092 06090 06088 06079 06070 05146 05138 05119 05082 05078 05062 05038 04111 04093 04069 04037 04014 03031 
11,21,74,22042 21084 21036 21031 20082 20078 19077 19069 19050 19022 18110 18102 18095 18064 18019 18015 17123 17122 17117 16099 16087 16069 15152 15118 15100 15075 15041 14151 14141 14041 14012 13139 13099 13092 13084 13058 12153 12148 12133 12127 12045 12043 12035 12004 11152 11129 11118 11100 11085 11060 10046 10035 09082 09052 09047 08048 08034 08031 08024 08014 08010 07152 07083 07067 07057 07038 07029 06136 06092 06056 06024 05149 05042 04084 
11,22,69,22042 22031 22028 22020 21055 21049 20098 20071 20018 20010 20005 19140 19077 19034 18110 18072 18034 18024 17122 17121 17084 17037 17023 17005 16151 16021 15153 15128 15122 15099 14126 14107 14075 14046 14045 14041 14036 13148 13142 13026 12087 12082 12076 11054 11036 10102 10079 10034 10023 09140 09047 08120 08089 08041 07068 07055 07003 06136 06111 05138 05119 05076 05063 05019 05011 05008 04122 04069 03031 
11,23,75,22032 22028 21093 21069 21067 21028 20132 20087 20071 19050 19029 18139 18137 18117 18110 18109 18061 18049 18035 18034 18028 18021 18019 17089 17072 17069 17011 17005 16099 16070 15126 15118 15064 15024 14085 14026 13106 13105 13090 13080 13058 12150 12064 12004 11146 11137 11129 11128 11100 11093 11014 10078 10046 10017 09143 09103 09086 08055 08041 07151 07068 07067 07061 07037 07019 06140 06098 06090 06056 05149 05127 05062 05041 04059 04019 
11,24,67,21131 21108 21094 20114 20107 20075 20043 20037 19130 19054 19034 19019 19015 18141 17122 17121 17084 17012 16025 16021 15066 15043 15024 14141 14090 14012 13154 13113 13090 13058 12150 12107 12064 12042 12041 12035 11106 11089 11085 11040 11036 10128 10023 09142 09103 08133 08120 08074 08050 08042 07150 07066 06136 06088 06067 06052 05146 05131 05106 05086 05059 05041 04122 04104 04068 04060 04019 
11,25,67,21097 21094 21083 21067 21049 21031 20107 20098 20087 20043 19069 19047 19019 19016 18117 18091 18072 18016 17115 17089 17037 17001 16074 16059 15154 15122 15052 15041 15019 14137 14135 14107 13123 12107 11113 10124 10121 10118 10114 10095 10057 10034 10033 09091 09080 09068 08123 07151 07145 07142 07120 07119 07112 07021 06088 06056 05149 05127 05123 05076 05066 05010 04084 04049 04038 03032 03015 
11,26,91,22031 21108 21096 21082 21069 21036 21028 20118 20058 20032 20005 19125 19098 19065 19054 19034 19018 18095 18034 18024 18017 18015 18012 18001 17131 17124 17072 17011 17001 16148 16128 16113 16107 16021 15117 15052 15043 15030 15019 14125 13099 13092 13086 13044 12150 12127 12114 12043 12036 12035 11152 11146 11129 11040 11014 11012 10139 09145 09063 09044 08133 08125 08122 08120 08067 08055 08050 08024 07142 07135 07083 07041 06138 06100 06097 06088 06052 05106 05091 05078 05042 05010 04111 04059 04037 04021 04014 03069 03046 03015 03001 
11,27,85,21147 21138 21099 21028 20073 20043 20010 19135 19125 19039 18142 18074 18053 18016 17151 17131 17122 17027 16128 16109 16107 16099 16069 15153 15129 15064 15043 15025 14151 14126 14107 14075 13139 13105 13047 12153 12114 12076 12045 11116 11072 11060 11049 10095 10046 10023 09100 09082 09032 09027 08089 08050 08048 08041 08019 08010 07142 07130 07116 07090 07003 06097 06070 06053 06052 06027 06024 06012 05091 05086 05042 05038 05008 04093 04060 04058 04054 04047 04021 03085 03072 03067 03032 03027 03025 
11,28,69,21147 21119 21097 21094 21093 21084 21083 21058 21055 21031 20107 20106 20051 20008 19117 18142 18102 18035 18021 18012 18001 17134 17124 17101 17094 17013 16059 16054 15132 15128 15066 14123 14109 14056 14003 13153 13107 13080 13044 12153 12042 11146 11040 10128 10018 09143 09087 09012 09004 08024 07073 07068 07055 07048 07033 06053 05146 05076 05066 05038 04060 04054 04038 03069 03058 03031 03027 03016 03001 
11,29,73,22028 21143 21119 21070 21067 21060 20130 20073 20039 19125 19115 18146 18135 18100 18098 17148 17124 17096 17069 17053 17013 17011 16070 15153 15152 15150 15126 15032 15006 14137 14122 14088 14085 14075 14056 14054 14047 13154 13142 13090 12133 12114 12096 12082 12076 12069 11089 10102 10058 10033 10018 09091 09082 08125 08123 08035 08034 08015 07152 07055 07019 06090 06071 05086 05059 05041 04104 04085 04069 04049 04048 04038 03032 
11,30,71,22042 22020 22018 21060 20118 20114 20099 20082 20075 20043 19114 19067 19047 19022 19010 18074 18072 18017 17115 17072 17037 17027 17005 16148 16104 16025 15132 14110 14054 14015 14003 13106 13047 12076 12045 11137 11093 11089 10121 10059 10018 09100 09068 09063 09061 09052 09044 09026 08126 08098 08048 08024 07152 07142 07091 07090 07043 07038 06153 06127 06100 06066 06052 05151 05063 05042 05011 04085 03032 03016 03011 
11,31,73,21031 20042 20010 19055 19015 18139 18109 18024 18001 17123 17115 17101 17094 17069 17053 17013 16104 16027 16005 15150 15118 15006 14125 14039 13107 13106 13105 13099 13092 13026 12148 12107 11151 11100 11085 11060 11049 11036 10139 10062 10042 09114 09093 09048 09004 08055 08031 08019 08014 07145 07135 07130 07119 07091 07090 07073 07041 07037 07021 07019 06071 06053 06012 05106 05075 04122 04111 04068 04058 04047 04032 03067 03016 
11,32,91,22032 22031 22020 22018 21138 21108 21082 21059 21049 21010 20114 20078 20010 20005 19130 19117 19039 19029 19018 18139 18133 18125 18098 18091 18024 18017 17148 17134 17121 17101 16107 16086 16054 15152 15117 15075 15032 15025 14125 14115 14099 14090 14015 13106 13105 13080 13010 12127 12103 12047 12041 11146 11113 11106 11100 10057 10046 10042 10034 10018 09114 09093 09089 09087 09086 09084 09080 09063 09032 09027 08048 07112 07091 07069 07066 06149 06100 06079 06052 05149 05078 05025 05008 04093 04085 04019 03058 03031 03022 03015 03011 
11,33,73,21094 21093 21083 21059 21028 21010 20118 20098 20087 19135 19132 19117 19067 19047 19029 19022 18141 18109 18100 18095 18015 17013 16151 16134 16109 16099 16005 15132 15038 15006 14140 14135 14123 14015 14003 13153 13113 13072 13010 12103 12096 12047 12043 12038 11151 11146 11137 11113 11054 10062 10018 09145 09140 09100 09093 09084 09080 08120 08067 08015 07152 07135 07133 07066 07037 06153 06066 06012 05008 04093 03071 03058 03016 
12,13,76,22038 22035 21120 21100 21097 21062 21033 20071 20027 19100 19043 19020 18075 18058 18018 18012 17153 17114 17089 17055 17028 16134 16062 16038 16018 15131 15034 14145 14068 14059 14058 13140 13117 13112 13061 13053 13042 12144 12125 12122 12108 12049 11135 11132 11099 11041 11033 11008 10140 10085 10075 10004 09130 09086 09038 09029 08115 08081 08049 08047 07111 07108 06148 06124 06077 06049 06043 05151 05123 05019 04107 04098 03067 03052 03019 03001 
12,14,100,22040 21139 21100 21090 21035 21033 20132 20126 20048 20027 19147 19136 19118 19112 19103 19098 19037 18089 18082 18026 17108 17039 16134 16123 16112 16082 16064 16032 16018 16012 16010 16007 15135 15102 15097 15090 15089 15064 15049 15038 15018 14113 14096 14086 14058 14007 13148 13142 13085 13083 13038 13016 12061 12051 11143 11133 11119 11110 11106 11005 10079 10076 10069 10054 09154 09137 09127 09078 09049 09039 08126 08115 08091 08047 08016 07139 07104 07084 07069 07034 06124 06110 06106 06105 06103 06064 05152 05080 05071 05037 05033 05026 04052 04049 04017 04013 03073 03071 03040 03022 
12,15,81,21148 21122 21115 21088 21075 21062 20122 20108 20099 20063 19144 19136 19118 19076 18136 18067 18023 17114 17110 17108 17106 16112 16086 16082 16073 16062 16032 16029 15043 15025 14148 14077 14042 14040 13116 13051 13042 13038 12147 12126 12118 12107 12099 11150 11143 11142 10123 10107 10075 10010 09148 09137 09134 09127 09119 09078 09039 09038 09029 09028 08131 08125 08070 07114 07076 07048 07007 06105 06103 06050 06001 05118 05098 05091 05003 04102 04052 04017 03079 03071 03064 
12,16,70,22040 22038 22005 21121 21088 21075 21055 21019 21013 20125 20091 20068 20063 20040 20014 19128 19102 19073 19046 19004 18081 18058 18047 18023 18019 17089 17080 17063 16073 16012 15050 15014 14148 14120 14073 13115 13085 13020 12154 12132 12099 11142 11084 11020 10122 10028 10004 09127 09120 09118 08103 08093 07139 07076 06093 06043 06031 06013 05141 05071 05067 05065 05035 05016 04096 04049 03086 03077 03019 03012 
12,17,77,22045 22023 21148 21095 21019 20122 20112 20108 20007 19136 19128 19127 19112 19098 18130 18044 18008 17145 17108 17039 16127 16126 16082 16064 16045 16041 16025 16018 15064 15050 15049 15034 14096 14076 14071 14069 13148 13131 13115 13041 13040 13011 12132 12101 12051 12016 11147 11135 11116 11115 11094 11086 11073 11020 11008 11002 10107 09137 09085 08143 08115 08113 08033 07111 07085 07048 07007 06084 06049 05142 05140 05123 05065 05056 04052 04007 03012 
12,18,98,22045 22010 21122 21120 21061 21035 21034 20092 20049 20048 20029 19096 19094 19073 19048 19037 18133 18130 18089 18067 18061 18039 18018 18016 17153 17114 16134 16126 16112 16095 16094 16084 16062 16044 16041 16029 15135 15124 15117 15037 15034 14143 14076 14057 14030 14007 13143 13115 13061 12152 12101 12061 12020 11147 11122 11094 11084 11011 10140 10132 10123 10079 10059 09154 09086 09083 09069 09053 09034 09006 08143 08136 08131 08130 08115 08103 08081 08070 08064 08033 08022 07120 07106 07045 07018 06150 06124 06110 06099 06093 05123 05115 05095 04107 04045 04006 04002 03086 
12,19,91,22045 22035 22033 22023 22010 22005 21148 21139 21133 21088 20091 20058 20040 19144 19128 19094 19076 19004 18039 18012 18008 17153 17110 17096 17095 17026 16145 16126 16085 16064 16062 16057 16010 15131 15108 15089 15014 14104 14096 14091 14077 14069 14047 14030 13144 13133 13131 13089 13083 13051 13038 12122 12108 12098 12049 12046 12024 11119 11094 11033 11020 11019 11011 10153 10057 10040 09053 09032 08143 08053 08049 08021 07085 07031 06106 06093 06077 06071 06010 06001 05151 05141 05098 05056 05036 05033 05019 05003 03085 03074 03062 
12,20,83,22010 21148 21062 21061 21035 20115 20079 20029 20007 19102 19076 19064 18107 18082 18081 18048 18014 17108 17106 17080 17063 17061 17055 17050 16145 16123 16085 16082 16074 16073 16059 16029 16007 15097 15088 15049 15034 14143 14073 14042 13142 12119 12101 12049 12046 12008 11135 11133 11005 10069 09113 09085 09078 09072 09065 09049 09006 08126 08085 08053 08047 08022 08021 07108 07104 07084 07076 07018 06105 06101 06049 05067 05062 05050 05036 05033 05026 04107 04096 04007 04006 03062 03048 
12,21,80,22010 22002 21075 21007 20079 20068 20040 20033 19103 19074 19058 19038 18118 18095 18023 18019 17065 16085 16062 16041 16032 16029 16028 16018 16013 15102 14127 13143 13140 13116 13089 13071 13027 13020 12132 12099 12035 12024 11152 11133 11110 11099 11073 11070 11011 10096 10046 09137 09119 09072 09069 09039 09034 08102 08082 08066 08058 08053 08016 07106 07045 07018 06130 06091 06084 06064 06013 06001 05152 05095 05067 05065 05060 05040 05036 05035 05022 04070 04013 03073 
12,22,88,22033 21121 21101 21075 21062 21055 20092 20079 20071 20063 20049 19046 19030 18118 18107 18084 18082 18075 18055 18047 17095 17080 17063 17028 17005 16057 16041 16038 16020 16013 15131 15123 15108 15090 14096 14077 14071 14068 13148 13143 13142 13140 13133 13112 13053 12152 12122 12016 11150 11053 11005 10107 10100 10079 10075 10069 10010 09148 09065 09053 09034 09029 08131 08113 08103 08077 08066 08047 08037 07139 07007 07003 06130 06091 06058 05142 05112 05098 05071 05065 05037 05019 05003 04070 04002 03079 03077 03074 
12,23,72,22035 22030 22002 21139 21061 21034 20132 20126 20108 20071 20048 19147 19112 19058 19020 18061 18039 18019 17110 17089 17069 17019 17011 17005 16057 15136 15102 15064 15049 14145 14127 14120 14059 14057 14030 13083 13080 13071 13041 12147 12126 12046 12020 12008 10100 10096 10046 10017 10004 09086 09069 09038 09029 09028 09007 08091 07034 06148 06099 06093 06058 06043 06037 05115 05065 05062 04006 03079 03078 03073 03052 03040 
12,24,76,22038 22030 22023 21139 21115 21095 21019 20122 20092 20027 19127 19064 19043 18149 18130 18084 18082 18075 18014 17080 17055 17050 17039 16084 16079 16050 16041 16025 16020 15108 15088 15043 14096 14030 13117 13041 13027 13011 12147 12126 12109 12107 12079 12035 12022 12008 11106 11086 11020 11011 11008 10132 10110 10096 10085 10069 10040 09083 08096 08085 08042 08037 08022 07114 07106 06099 06091 06064 06058 06037 05131 05108 05086 05040 05037 03077 
12,25,83,22035 22033 22023 22002 21097 21062 21034 21007 20115 20027 20007 19118 19064 19046 19037 18136 18048 18047 18018 18016 17145 17106 17105 17089 17063 17019 16112 16085 16074 16059 16028 16018 16010 15090 14143 14071 14069 14059 14058 14042 13133 13089 13056 12132 12119 12107 12024 12016 11135 11133 11132 10124 10122 10057 10054 10040 10033 09154 09118 09113 09007 08102 08081 08049 07145 07120 07106 07034 06150 06103 06084 06058 06050 06037 05123 05060 05026 04098 04062 04049 04017 04007 03077 
12,26,85,22033 22030 21088 21035 20125 20122 20088 20068 20058 20056 19125 19098 19004 18136 18095 18081 18058 18055 18026 18023 18012 17114 17105 17061 17011 16127 16084 16064 16057 16013 15135 15131 15117 15097 15043 14145 14143 13131 13116 13071 13056 12125 12119 12109 12098 12035 12022 11152 11142 11135 11122 11110 11099 10140 10110 10100 10010 09118 09034 09028 09007 09006 08143 08125 08093 08082 08077 08061 08021 07018 06101 05118 05091 05081 05080 05067 05050 05036 05026 04098 04045 03086 03079 03078 03001 
12,27,93,22030 21139 21133 21115 21095 21090 21013 20068 19147 19144 19125 19120 19112 19103 19096 19094 19074 19058 19038 19020 18136 18118 18089 18044 18018 18016 17106 17061 17050 17026 16144 16123 16032 16029 16012 16007 15124 15108 15097 15089 15064 15043 15034 15025 15014 14127 14104 14091 14068 13144 13143 13117 13115 13011 12144 12119 12099 12022 11150 11122 11116 11099 10122 10110 10085 10046 09118 09039 09032 08143 08096 08058 08053 07114 07084 07003 06150 06110 06101 06099 06010 05152 05091 05086 05080 05056 04062 04058 04045 03085 03074 03067 03012 
12,28,78,22045 21122 21097 21095 21090 21055 21035 21019 20126 20112 20027 19118 19020 18130 18014 18012 17145 16079 16059 16050 16038 16026 15136 15123 15089 15037 15018 14120 14113 14104 14042 14007 13080 13071 13056 13051 13016 12154 12152 12122 12119 12118 12108 12024 11119 11110 11070 11002 10096 10004 09134 09113 09083 09053 09038 08136 08130 08093 08037 08022 08021 07048 07045 06106 06103 06101 06084 06064 06001 05112 05095 05035 04102 04062 04045 04007 03048 03001 
12,29,80,21101 21100 21075 21019 20088 20079 20063 19136 19125 19103 19076 19074 19048 19038 18088 18023 17096 17095 17069 17050 17011 16127 16053 16050 16038 16028 16007 15136 15089 15088 15018 14145 14091 14068 14047 13142 13056 13051 13011 12152 12128 12125 12122 12109 12098 12020 12008 11142 11033 10140 10123 10076 10033 09148 09113 09072 09029 08125 08085 08066 08058 08016 07106 07085 07035 06148 06071 06010 05142 05112 05108 05095 05086 05056 05035 04062 04052 04049 04013 03078 
12,30,81,22030 21121 20125 20099 20088 20048 20029 19146 19144 19138 19114 19100 19064 19038 18088 18048 18044 17028 17026 17005 16050 16045 16044 16026 16025 15014 14086 14073 14069 14030 13053 13040 13017 12144 12128 12079 12051 11147 11143 11053 11041 11020 10153 10059 10040 10016 09130 09120 09085 09065 09049 08130 08126 08077 08066 08033 07085 07045 06130 06087 05151 05115 05112 05108 05081 05040 05035 05016 04118 04096 04070 04013 04002 03086 03078 03073 03064 03052 03048 03012 03011 
12,31,86,22040 22005 22002 21133 21101 21092 21033 21013 20125 20122 20056 20033 20007 19138 19120 19118 19074 18118 18058 18048 18014 17106 17069 17063 17055 17020 16127 16094 16053 16013 15088 15050 15037 14113 14057 13144 13112 13017 12128 12109 12107 12098 12051 11142 11133 11122 11075 11008 10153 10076 09118 09114 09049 08096 08091 08081 08061 08058 08037 08033 07145 07076 07035 07031 06124 06105 06103 06071 06050 06031 05118 05098 05060 05056 05036 05003 04118 04098 04058 04044 04017 04002 03079 03067 03052 03048 
12,32,86,22038 22010 21007 20115 20112 20108 20068 20063 20048 20033 20029 19146 19138 19120 19102 19100 19096 19076 19046 19043 19004 18133 18088 18039 18026 16144 16095 16086 16045 16012 15135 15117 15025 14113 13143 13116 13085 13080 13017 12154 12147 12049 11119 11106 11084 11075 11041 11019 10123 10076 10069 10057 10046 10040 10028 09148 09114 09086 09038 09032 08131 08130 08102 08091 08022 07104 07069 07007 06130 06124 06043 06037 06031 05080 05050 05040 05037 05022 04102 04044 04013 04006 03074 03062 03022 03011 
12,33,53,22040 21033 19136 19120 19074 19064 18095 17020 16144 16134 16026 15090 15038 14113 14076 14073 14042 13117 13116 13053 13042 12125 12101 12079 12046 11132 11115 11110 11019 11002 10132 10107 10016 09134 09065 09006 08103 08077 08070 08033 08016 07114 07108 06110 06106 06077 05115 05098 05060 05022 04070 03071 03019 
13,14,75,22014 21100 21033 20081 20032 20027 20012 19141 19088 19056 18124 18119 18046 18030 18007 17142 17130 17087 17056 17046 16134 16096 16049 16048 16018 15148 15044 14133 14058 14037 14011 13082 13049 13031 13005 12106 12105 12097 12089 12087 11096 11043 11035 11034 11032 11003 10151 10082 10080 10071 10036 10012 10006 09033 09011 08115 08112 08047 07109 07072 07040 06124 06023 06018 05134 05085 05075 04108 04091 04079 04065 04010 03034 03030 03025 
13,15,73,22014 22001 21144 21110 21103 21062 21016 20093 20032 20020 19143 19141 19105 19088 19072 19051 19031 19026 19001 18013 17154 17141 17114 17041 17008 16141 16092 16062 16048 16027 15143 15039 14152 14052 14013 13122 13042 13031 12117 12105 12086 12050 11103 11063 11042 11032 11018 11012 10118 10075 10062 10008 09115 09110 09075 09038 09029 08065 08020 07123 07093 07074 07040 06112 06082 06056 06030 05135 05109 05011 04112 03051 03026 
13,16,73,22038 21087 21047 20109 19143 19116 19062 19052 19036 18119 18110 18071 18058 18025 17089 17043 16065 16019 16006 16001 15094 15048 15044 15040 14133 13145 13086 13057 13049 13009 12062 12060 11103 11069 11056 11055 11013 11006 10091 10080 10038 10004 09061 09051 09016 08132 08078 07127 07124 07075 07053 07042 07014 06144 06126 06089 06073 06043 06022 06002 05099 05075 04121 04073 04067 04063 04061 04005 03076 03055 03034 03028 03019 
13,17,81,22001 21037 20066 20037 19145 19141 19105 19056 19003 18144 18091 18069 17004 16141 16090 16027 16019 16018 15142 15094 15069 15048 15034 15026 14119 14098 14023 14018 14013 13128 13079 13073 13048 13033 13006 12137 12105 12092 12062 12060 12050 11135 11055 11043 11042 11034 11008 10151 10111 10071 09075 09060 09004 08142 08115 08062 08007 08003 07111 07075 07067 07053 07023 06107 06079 06061 06049 06030 06018 06016 05123 05109 05054 04079 04076 04042 04036 04005 03051 03013 03010 
13,18,92,21120 21098 21058 21016 21001 20069 19145 19077 19057 19031 18144 18108 18105 18046 18040 18018 17154 17153 17142 17114 17056 16134 16067 16066 16062 16006 16001 15139 15069 15040 15034 15017 14092 14018 13153 13120 13103 13061 13050 13015 12117 12113 12092 12077 12036 11126 11069 11063 11035 11027 11018 11006 10140 10139 10126 10121 10111 10068 10008 10006 09133 09086 09011 08145 08115 08107 08081 08076 08036 07134 07097 07053 07050 06134 06124 06096 06089 06073 06046 05134 05123 05120 05075 05063 05054 04121 04107 04086 04042 04036 04005 03076 
13,19,96,22035 21087 21058 21037 21026 20118 20093 20074 20046 19145 19137 19108 19056 19052 19026 19011 18124 18115 18105 18071 18069 18025 18012 17153 17094 17087 17056 16132 16103 16066 16062 16052 16040 16035 16027 15143 15142 15131 15075 15070 14110 14092 14072 13128 13087 13079 13060 13057 13033 13013 12122 12108 12097 12050 12049 12036 12010 11096 11063 11061 11056 11042 11034 11033 10151 10137 10092 10055 10041 09115 09110 09061 08112 08065 08049 08003 07150 07124 07093 07042 07040 06102 06089 06077 06061 06048 06023 05151 05126 05092 05019 05014 04086 04079 04061 04010 
13,20,85,22037 22001 21143 21062 21026 21001 20109 20075 19148 19026 19003 18144 18080 18046 18030 18007 17086 17055 16090 16067 16066 16040 16035 16006 16001 15143 15142 15133 15081 15034 15017 14152 14146 14119 14098 13127 13103 13082 13073 13068 13060 12117 12106 12090 12062 12055 12049 11135 11078 11056 11035 10139 10126 10091 10071 10068 10062 10055 10047 10045 09133 09123 09087 09075 09016 08141 08084 08047 07108 07044 07028 07014 06102 06079 06070 06049 06030 05085 04107 04066 04061 04034 04029 03076 03028 
